stitch_id1	stitch_id2	drug1	drug2	event_umls_id	event_name	proportional_reporting_ratio	pvalue	confidence	drug1_prr	drug2_prr	observed	expected
CID000000143	CID000002756	leucovorin	cimetidine	C0030196	Extremity pain	6.35572815511766	2.38682288346973e-88	4	\N	1.51078551077249	0.0668	0.010510204082
CID000000143	CID000002764	leucovorin	ciprofloxacin	C0003811	Arrhythmia	4.90783699060741	8.38728987809299e-55	3	\N	1.38499284802043	0.0456	0.0092912621359
CID000000143	CID000002764	leucovorin	ciprofloxacin	C0010823	CMV infection	3.704049014359	4.5143192286763e-17	2	\N	\N	0.0135	0.0036446601942
CID000000143	CID000002764	leucovorin	ciprofloxacin	C0018802	Cardiac decompensation	1.68727541745753	4.39645315844258e-07	2	\N	1.34805964175946	0.0155	0.009186407767
CID000000143	CID000002764	leucovorin	ciprofloxacin	C0026946	fungal disease	2.06363407258923	1.64366334824402e-11	2	\N	1.39543207939816	0.0159	0.0077048543689
CID000000143	CID000002764	leucovorin	ciprofloxacin	C0039239	sinus tachycardia	5.17410875045851	4.6673788350155e-38	3	\N	1.57967732084144	0.0279	0.0053922330097
CID000000143	CID000002764	leucovorin	ciprofloxacin	C0235329	Small intestinal obstruction	19.9955787779904	5.45598893567842e-148	4	2.26865699766371	1.38917652858344	0.0966	0.0048310679612
CID000000143	CID000002771	leucovorin	citalopram	C0000737	abdominal pain	5.16537007604919	2.46595996552447e-163	4	1.14957176160376	\N	0.1378	0.026677662582
CID000000143	CID000002771	leucovorin	citalopram	C0011991	diarrhea	1.61975612502619	5.4539385059411e-32	3	1.35074506826311	1.2255549597511	0.0949	0.058589066918
CID000000143	CID000002771	leucovorin	citalopram	C0022346	icterus	11.3279699248844	1.79821850660178e-112	4	\N	\N	0.071	0.0062676720075
CID000000143	CID000002771	leucovorin	citalopram	C0038362	mucositis oral	5.69571194761342	2.65245157459461e-46	3	1.47950861737	\N	0.0328	0.0057587181904
CID000000143	CID000002771	leucovorin	citalopram	C0231218	Feeling unwell	1.79591882969004	1.56821960379537e-24	3	\N	1.18702897001219	0.0523	0.029121583412
CID000000143	CID000002786	leucovorin	clindamycin	C0014356	enterocolitis	8.64760736182525	1.63999713754742e-43	3	1.49693752551923	\N	0.0262	0.003029739777
CID000000143	CID000002786	leucovorin	clindamycin	C0039231	heart rate increased	3.28470437023695	1.58409316761818e-73	4	\N	1.15087783613194	0.076	0.023137546468
CID000000143	CID000002786	leucovorin	clindamycin	C0595939	still birth	3.32590877513478	7.98727399836502e-55	3	1.22556392881014	\N	0.0534	0.016055762082
CID000000143	CID000002802	leucovorin	clonazepam	C0012569	Diplopia	7.36488233772951	4.60562142063038e-55	3	\N	1.56471597322741	0.0356	0.00483375
CID000000143	CID000002802	leucovorin	clonazepam	C0024115	Disorder Lung	14.3644272595457	2.06443319295525e-115	4	\N	\N	0.0743	0.0051725
CID000000143	CID000002802	leucovorin	clonazepam	C0151480	antinuclear antibody positive	96.5161290322581	1.48749766390692e-136	4	1.49064787206783	1.48472053187221	0.0748	0.000775
CID000000143	CID000002803	leucovorin	clonidine	C0004093	asthenia	1.99133240131142	1.05605115303249e-49	3	\N	1.0843274135601	0.0886	0.044492822967
CID000000143	CID000002803	leucovorin	clonidine	C0034063	lung edema	11.0112653618445	3.76844151205868e-134	4	\N	\N	0.0926	0.008409569378
CID000000143	CID000002803	leucovorin	clonidine	C0595939	still birth	7.55305762291364	5.29120222453138e-134	4	1.22556392881014	1.93139846474769	0.0942	0.012471770335
CID000000143	CID000002806	leucovorin	clopidogrel	C0011991	diarrhea	2.40749549547467	4.97628034806022e-86	4	1.35074506826311	\N	0.1193	0.049553571429
CID000000143	CID000002806	leucovorin	clopidogrel	C0020672	decreased body temperature	11.2388619014324	1.29065254328642e-40	3	\N	\N	0.0241	0.0021443452381
CID000000143	CID000002806	leucovorin	clopidogrel	C0041657	loss of consciousness	1.13728708918569	0.0326787295275264	2	\N	1.12980958374061	0.0233	0.02048735119
CID000000143	CID000002806	leucovorin	clopidogrel	C0917798	cerebral ischaemia	7.60205683350619	2.55995855853779e-36	3	\N	1.36091044418041	0.0209	0.0027492559524
CID000000143	CID000002812	leucovorin	clotrimazole	C0151766	Abnormal LFTs	23.0577885954267	1.10889706552245e-199	5	\N	1.46721125483624	0.1321	0.0057290836653
CID000000143	CID000002891	leucovorin	vitamin B12	C0027497	nausea	4.21940298507463	3.62427302953254e-255	5	\N	1.20485332416997	0.2827	0.067
CID000000143	CID000002895	leucovorin	cyclobenzaprine	C0007642	cellulitis	4.89503085399431	8.9114788142366e-69	3	\N	1.70501039209337	0.0537	0.010970308789
CID000000143	CID000002895	leucovorin	cyclobenzaprine	C0019291	hernia hiatal	9.45206310686991	1.7707131811979e-82	4	\N	1.87515762797667	0.0555	0.0058717339667
CID000000143	CID000002895	leucovorin	cyclobenzaprine	C0036689	Pharyngitis Streptococcal	148.364457831674	1.57100606277348e-105	4	\N	3.12047743390517	0.0585	0.00039429928741
CID000000143	CID000002895	leucovorin	cyclobenzaprine	C0428977	bradycardia	5.50130672368067	5.64258063022972e-73	4	\N	\N	0.055	0.0099976247031
CID000000143	CID000002907	leucovorin	cyclophosphamide	C0006277	bronchitis	9.09985063462064	1.49415722396408e-37	3	\N	\N	0.0209	0.0022967409949
CID000000143	CID000002907	leucovorin	cyclophosphamide	C0012833	dizziness	1.26056978472524	0.000572210563435336	2	\N	\N	0.0233	0.018483704974
CID000000143	CID000002907	leucovorin	cyclophosphamide	C0018799	cardiac disease	1.32736607143159	0.0364579763971361	2	\N	\N	0.0051	0.0038421955403
CID000000143	CID000002907	leucovorin	cyclophosphamide	C0022660	acute kidney failure	1.28499645642518	4.8254053840738e-05	2	\N	\N	0.0311	0.024202401372
CID000000143	CID000002907	leucovorin	cyclophosphamide	C0036572	convulsion	3.16134785738273	3.52060205643975e-43	3	\N	1.07448259412707	0.0453	0.014329331046
CID000000143	CID000002907	leucovorin	cyclophosphamide	C0152031	joint swelling	2.28995492596953	6.83665298297865e-06	2	\N	\N	0.0061	0.0026638078902
CID000000143	CID000002907	leucovorin	cyclophosphamide	C0740394	hyperuricaemia	5.38825978355905	5.03569472552631e-18	2	\N	\N	0.0111	0.0020600343053
CID000000143	CID000002909	leucovorin	cyclosporine	C0008033	pleural pain	2.20545387993417	1.18293827378213e-30	3	\N	\N	0.0445	0.020177252585
CID000000143	CID000002909	leucovorin	cyclosporine	C0018681	Head ache	9.73380456015215	1.61895831112735e-268	5	\N	\N	0.2207	0.022673559823
CID000000143	CID000002909	leucovorin	cyclosporine	C0034886	proctalgia	55.8332913005689	1.73986021637218e-116	4	1.63967026315436	1.28971302426954	0.0654	0.0011713441654
CID000000143	CID000002909	leucovorin	cyclosporine	C0043094	weight gain	21.3781095697808	3.96275840880683e-192	5	\N	\N	0.1343	0.006282127031
CID000000143	CID000002909	leucovorin	cyclosporine	C0428977	bradycardia	24.5842724766812	2.93620915770924e-205	5	\N	\N	0.145	0.0058980797637
CID000000143	CID000002955	leucovorin	dapsone	C0016204	flatulence	20.575628794799	4.82262667572133e-95	4	\N	\N	0.0553	0.0026876456876
CID000000143	CID000002955	leucovorin	dapsone	C0041834	erythema	3.98946532550573	5.03217894653418e-61	3	\N	1.41293886407988	0.0527	0.01320979021
CID000000143	CID000002978	leucovorin	delta 9-tetrahydrocannabinol	C0004623	Bacterial infection	10.8540540540541	2.40429182926027e-77	4	\N	1.32035830618613	0.0502	0.004625
CID000000143	CID000002978	leucovorin	delta 9-tetrahydrocannabinol	C0022660	acute kidney failure	1.82473105284361	1.58080274770986e-24	3	\N	1.52145785875052	0.051	0.027949324324
CID000000143	CID000003003	leucovorin	dexamethasone	C0001418	adenocarcinoma	1.45011775789149	0.0309869486746978	2	\N	\N	0.0042	0.0028963165075
CID000000143	CID000003003	leucovorin	dexamethasone	C0009241	cognitive disorder	1.7235793599072	0.00656986167400591	2	\N	1.39161529948492	0.0036	0.0020886766712
CID000000143	CID000003003	leucovorin	dexamethasone	C0014335	enteritis	7.38235714287876	4.20764316378421e-24	3	1.55465772382148	1.33123430633935	0.0141	0.0019099590723
CID000000143	CID000003003	leucovorin	dexamethasone	C0020433	Bilirubinaemia	1.34512794002715	0.0152629690369994	2	\N	1.17406204221026	0.0071	0.005278308322
CID000000143	CID000003003	leucovorin	dexamethasone	C0026821	cramp	2.2640926641025	0.0125564171295274	2	1.51937556125518	\N	0.0016	0.00070668485675
CID000000143	CID000003003	leucovorin	dexamethasone	C0038833	superior vena cava syndrome	15.1134020619897	2.46040267278326e-13	2	2.96130621324028	1.29625234411956	0.006	0.00039699863574
CID000000143	CID000003003	leucovorin	dexamethasone	C0151436	allergic vasculitis	1.90664739884605	0.0214232342317474	2	\N	\N	0.0018	0.00094406548431
CID000000143	CID000003003	leucovorin	dexamethasone	C0242422	Parkinson	10.471428571642	0.000220842856543537	2	\N	\N	0.0015	0.00014324693042
CID000000143	CID000003016	leucovorin	diazepam	C0000737	abdominal pain	7.10895118519936	1.71198406065368e-239	5	1.14957176160376	1.02849066762693	0.2234	0.031425170068
CID000000143	CID000003016	leucovorin	diazepam	C0008350	cholelithiasis	4.90887910950522	3.96107876859548e-33	3	\N	1.64823427265627	0.0215	0.0043798185941
CID000000143	CID000003016	leucovorin	diazepam	C0016977	gall bladder	9.04193849007952	1.43305202676075e-39	3	\N	1.36173026052867	0.022	0.002433106576
CID000000143	CID000003016	leucovorin	diazepam	C0022660	acute kidney failure	6.35312520108915	4.11899747166389e-137	4	\N	\N	0.1119	0.017613378685
CID000000143	CID000003016	leucovorin	diazepam	C0035222	Acute Respiratory Distress Syndrome	19.1258614689211	6.27797382250125e-105	4	\N	\N	0.0623	0.0032573696145
CID000000143	CID000003016	leucovorin	diazepam	C0085614	Atrioventricular block first degree	36.1018302829472	1.60810982778218e-52	3	\N	\N	0.0246	0.00068140589569
CID000000143	CID000003016	leucovorin	diazepam	C0456909	blindness	12.2789310130432	1.20057022043116e-70	3	\N	1.55809548979281	0.0448	0.0036485260771
CID000000143	CID000003032	leucovorin	diclofenac	C0010692	Bladder inflammation	2.36081012658019	5.57237030554703e-19	2	\N	1.68057579814772	0.0228	0.0096577017115
CID000000143	CID000003032	leucovorin	diclofenac	C0024115	Disorder Lung	4.3756598925638	8.64876451664643e-57	3	\N	1.2874094590851	0.0458	0.010466992665
CID000000143	CID000003032	leucovorin	diclofenac	C0042373	angiopathy	34.9938628154676	4.13868974980849e-90	4	\N	\N	0.0474	0.0013545232274
CID000000143	CID000003043	leucovorin	didanosine	C0011615	allergic dermatitis	8.02712405284469	5.43543391373445e-176	5	\N	\N	0.1404	0.017490697674
CID000000143	CID000003043	leucovorin	didanosine	C0702166	Acne	62.691183878651	0	5	1.32830682644889	2.40080263425791	0.2894	0.0046162790698
CID000000143	CID000003062	leucovorin	digoxin	C0015230	eruption	3.14989269938065	1.17653704220838e-63	3	\N	\N	0.0636	0.020191163976
CID000000143	CID000003062	leucovorin	digoxin	C0032227	Pleural Effusion	3.45406119611819	8.48697168384257e-64	3	\N	1.04046504135082	0.0633	0.018326253186
CID000000143	CID000003075	leucovorin	diltiazem	C0001122	Acidosis	3.39678199602365	4.93162935728719e-27	3	1.35772129323388	1.14691365362607	0.025	0.0073599071207
CID000000143	CID000003075	leucovorin	diltiazem	C0022658	disorder Renal	3.0684999999899	1.98693391311995e-22	3	\N	1.68315224348482	0.0228	0.0074303405573
CID000000143	CID000003075	leucovorin	diltiazem	C0151744	Cardiac ischemia	3.79398074811946	2.04326995039637e-29	3	1.75270621347564	1.89063246289209	0.0241	0.0063521671827
CID000000143	CID000003108	leucovorin	dipyridamole	C0011175	dehydration	2.28993035835922	1.34745211613702e-50	3	1.13311524451347	\N	0.0746	0.032577409932
CID000000143	CID000003121	leucovorin	valproic acid	C0003811	Arrhythmia	8.59716475091833	1.1149800400471e-102	4	\N	\N	0.0743	0.008642384106
CID000000143	CID000003121	leucovorin	valproic acid	C0019112	haemorrhoids	71.7061564047492	1.8605216317913e-209	5	\N	\N	0.1427	0.0019900662252
CID000000143	CID000003121	leucovorin	valproic acid	C0243026	sepsis	4.85583399494477	1.69021484498272e-87	4	1.10275460288006	1.24469056684603	0.0709	0.014600993377
CID000000143	CID000003143	leucovorin	docetaxel	C0012833	dizziness	5.65474155900648	1.82606615127032e-147	4	\N	\N	0.1259	0.02226450116
CID000000143	CID000003143	leucovorin	docetaxel	C0031117	neuropathy peripheral	8.96689445706928	6.19421389302394e-117	4	1.32979626490817	1.10560815732489	0.0822	0.0091670533643
CID000000143	CID000003143	leucovorin	docetaxel	C0242379	lung neoplasm malignant	32.3250000001954	1.8576673412227e-135	4	\N	1.43720498447568	0.0819	0.0025336426914
CID000000143	CID000003148	leucovorin	dolasetron	C0011175	dehydration	1.80721746641206	7.68839789508133e-48	3	1.13311524451347	1.21010746272149	0.1142	0.063191066998
CID000000143	CID000003148	leucovorin	dolasetron	C0032326	pneumothorax	7.3755490482547	1.10548039072747e-41	3	\N	2.5480093676815	0.025	0.0033895781638
CID000000143	CID000003152	leucovorin	donepezil	C0220981	metabolic acidosis	42.0117689796188	2.13368732338505e-281	5	1.17371689105542	\N	0.2022	0.0048129370629
CID000000143	CID000003154	leucovorin	Ets	C0030193	Pain	5.07498023703179	1.24865052820398e-120	4	\N	\N	0.1011	0.019921259843
CID000000143	CID000003157	leucovorin	doxazosin	C0022658	disorder Renal	4.86349560609823	7.05946782670378e-44	3	\N	1.77410712057404	0.0328	0.0067441204139
CID000000143	CID000003161	leucovorin	doxycycline	C0010200	Cough	2.92981099662398	8.45602687833756e-48	3	\N	1.24136295231248	0.0509	0.017373134328
CID000000143	CID000003161	leucovorin	doxycycline	C0034212	pyoderma	5.64767166534944	2.28943021031483e-36	3	\N	1.36608051500715	0.0267	0.0047276119403
CID000000143	CID000003203	leucovorin	efavirenz	C0020443	elevated cholesterol	24.4153667955431	8.07088274967717e-234	5	\N	1.52124155552558	0.1634	0.0066925064599
CID000000143	CID000003222	leucovorin	enalapril	C0006840	Candida Infection	9.54896907216846	1.05344872388835e-50	3	\N	\N	0.0315	0.0032987854251
CID000000143	CID000003222	leucovorin	enalapril	C0020517	allergies	1.40073837247801	0.000197700634420639	2	1.31814851209096	1.19188627702457	0.0149	0.010637246964
CID000000143	CID000003222	leucovorin	enalapril	C0039239	sinus tachycardia	2.96758349707637	8.97806256727967e-17	2	\N	\N	0.0159	0.0053578947368
CID000000143	CID000003222	leucovorin	enalapril	C0878544	Cardiomyopathy	8.15965346543742	1.35114684964775e-55	3	1.16640423603468	1.54835481318681	0.0347	0.0042526315789
CID000000143	CID000003305	leucovorin	EHDP	C0033774	itch	7.48029231194053	4.39883324132007e-181	5	\N	\N	0.1417	0.018943109987
CID000000143	CID000003310	leucovorin	etoposide	C0006849	candidiasis of mouth	1.91329423266048	2.00116308774691e-05	2	\N	\N	0.0074	0.0038676748582
CID000000143	CID000003310	leucovorin	etoposide	C0014742	erythema multiforme	9.83007662837547	1.30029463984834e-18	2	\N	\N	0.0097	0.00098676748582
CID000000143	CID000003310	leucovorin	etoposide	C0020625	blood sodium decreased	1.51762295078616	7.12724790244837e-11	2	1.11176220078758	\N	0.0343	0.022601134216
CID000000143	CID000003310	leucovorin	etoposide	C0032300	lobar pneumonia	1.47120215311031	0.000959761729652454	2	\N	1.13531772027988	0.0093	0.0063213610586
CID000000143	CID000003310	leucovorin	etoposide	C0151611	abnormal EEG	7.66137931020745	1.52171585422041e-16	2	\N	\N	0.0084	0.0010964083176
CID000000143	CID000003310	leucovorin	etoposide	C0520474	aseptic necrosis bone	2.01221959042818	3.43423230158717e-17	2	\N	1.35838756299373	0.0273	0.01356710775
CID000000143	CID000003325	leucovorin	famotidine	C0004623	Bacterial infection	5.55597521385725	3.55467882517035e-32	3	\N	1.45061329890439	0.0204	0.0036717226436
CID000000143	CID000003325	leucovorin	famotidine	C0018790	asystole	1.97387824723541	3.47717307805202e-19	2	\N	1.25838417991783	0.0326	0.016515709642
CID000000143	CID000003325	leucovorin	famotidine	C0025222	black stools	3.92007722009727	2.78612067747751e-26	3	\N	1.11509523770256	0.022	0.0056121343445
CID000000143	CID000003325	leucovorin	famotidine	C0037199	Sinusitis	1.76513231042957	2.89439139901303e-05	2	\N	1.11935544206931	0.0086	0.004872156013
CID000000143	CID000003325	leucovorin	famotidine	C0267112	erosive gastritis	10.822445561	8.24169984014179e-37	3	\N	\N	0.021	0.001940411701
CID000000143	CID000003333	leucovorin	felodipine	C0024110	lung abscess	636.967741930424	2.26656540034966e-226	5	2.01680420105255	3.25288831829374	0.144	0.00022607110301
CID000000143	CID000003345	leucovorin	fentanyl	C0002962	angina	2.48077448180683	2.28547175971159e-18	2	1.77170705074218	\N	0.0214	0.0086263383298
CID000000143	CID000003345	leucovorin	fentanyl	C0014518	Lyell	29.5141055954707	1.83563140088039e-131	4	\N	1.07914871487991	0.0802	0.0027173447537
CID000000143	CID000003345	leucovorin	fentanyl	C0021400	flu	13.5776288227969	3.07159420862234e-62	3	\N	\N	0.0347	0.0025556745182
CID000000143	CID000003345	leucovorin	fentanyl	C0035222	Acute Respiratory Distress Syndrome	4.42634782607849	3.87530992928075e-30	3	\N	1.32429956838475	0.0218	0.0049250535332
CID000000143	CID000003345	leucovorin	fentanyl	C0151825	bone pain	2.82414126753886	6.17394454133959e-13	2	\N	1.1635406427089	0.0125	0.004426124197
CID000000143	CID000003345	leucovorin	fentanyl	C0519030	pneumonia Klebsiella	41.2779026213425	8.27661249193676e-27	3	\N	\N	0.0118	0.00028586723769
CID000000143	CID000003348	leucovorin	fexofenadine	C0004144	atelectasis	19.8612840466687	4.33186051047812e-148	4	\N	1.72929912758273	0.0995	0.0050097465887
CID000000143	CID000003348	leucovorin	fexofenadine	C0015967	body temperature increased	2.96746203902776	1.12074399462082e-120	4	\N	1.12123401838619	0.136	0.045830409357
CID000000143	CID000003348	leucovorin	fexofenadine	C0024115	Disorder Lung	5.31936241610595	8.1767037575705e-45	3	\N	1.41462555330563	0.0309	0.0058089668616
CID000000143	CID000003348	leucovorin	fexofenadine	C0040213	costochondritis	199.360975610874	2.28325855587703e-155	4	\N	1.31729542555684	0.0956	0.00047953216374
CID000000143	CID000003348	leucovorin	fexofenadine	C0595939	still birth	2.97882173693289	1.12617985115747e-35	3	1.22556392881014	\N	0.0343	0.011514619883
CID000000143	CID000003350	leucovorin	finasteride	C0027080	myoglobinuria	20.8494915250279	2.56821035030383e-72	4	\N	\N	0.0402	0.0019281045752
CID000000143	CID000003355	leucovorin	flecainide	C0011991	diarrhea	1.78000240746769	1.57082351331699e-88	4	1.35074506826311	\N	0.2035	0.11432568807
CID000000143	CID000003365	leucovorin	fluconazole	C0003537	aphasia	4.46288737714408	1.46363222805715e-16	2	\N	\N	0.0116	0.0025992141454
CID000000143	CID000003365	leucovorin	fluconazole	C0011124	Decreased Libido	73.3834355816921	4.10703439945799e-46	3	\N	\N	0.0235	0.00032023575639
CID000000143	CID000003365	leucovorin	fluconazole	C0016204	flatulence	8.6006144393109	1.09659040835964e-34	3	\N	\N	0.022	0.002557956778
CID000000143	CID000003365	leucovorin	fluconazole	C0020598	Blood calcium decreased	5.61024520513667	6.93405239936114e-61	3	1.21758210474033	1.4688189907324	0.0454	0.0080923379175
CID000000143	CID000003365	leucovorin	fluconazole	C0030319	panic disorder	81.2758064508526	1.86873257961795e-22	3	\N	1.5572002745074	0.0099	0.00012180746562
CID000000143	CID000003365	leucovorin	fluconazole	C0039239	sinus tachycardia	6.46711509711902	2.13472647518124e-39	3	\N	1.57157260347175	0.0255	0.0039430255403
CID000000143	CID000003365	leucovorin	fluconazole	C0178879	obstructive uropathy	40.1509316770934	2.88699726409403e-27	3	\N	\N	0.0127	0.0003163064833
CID000000143	CID000003365	leucovorin	fluconazole	C0699744	ear infection	157.412962964362	3.35167302337596e-68	3	\N	\N	0.0334	0.00021218074656
CID000000143	CID000003367	leucovorin	fludarabine	C0015672	Fatigue	5.90219127592753	3.48797534726786e-174	5	\N	\N	0.1533	0.025973404255
CID000000143	CID000003367	leucovorin	fludarabine	C0243026	sepsis	1.90633594655211	3.68612593915961e-40	3	1.10275460288006	1.07123744501683	0.0789	0.041388297872
CID000000143	CID000003385	leucovorin	5-fluorouracil	C0009768	bacterial conjunctivitis	2.97070312498487	0.0246777936551385	2	\N	\N	0.0001875	6.3116370809e-05
CID000000143	CID000003385	leucovorin	5-fluorouracil	C0018932	haematochezia	1.44936560151174	0.000174522040824454	2	\N	\N	0.0030416666667	0.0020986193294
CID000000143	CID000003385	leucovorin	5-fluorouracil	C0024121	lung neoplasms	1.4293981481881	0.00223804774672721	2	\N	\N	0.0019791666667	0.0013846153846
CID000000143	CID000003385	leucovorin	5-fluorouracil	C0034931	reflex sympathetic dystrophy	6.33749999990747	0.0201650383358994	2	5.91290322568675	4.54476190464298	0.000125	1.9723865878e-05
CID000000143	CID000003385	leucovorin	5-fluorouracil	C0149871	deep vein thromboses	1.4458309977512	1.74283277088123e-25	3	1.17513921912786	1.16270357328931	0.0254375	0.017593688363
CID000000143	CID000003385	leucovorin	5-fluorouracil	C0270629	epidural abscess	2.64062499991831	0.0070044183813501	2	2.11175115218359	2.51769480529176	0.00033333333333	0.00012623274162
CID000000143	CID000003386	leucovorin	fluoxetine	C0003467	Anxiety	1.65801159333146	1.36714277579668e-32	3	\N	1.09593648370682	0.0913	0.055065959953
CID000000143	CID000003386	leucovorin	fluoxetine	C0016204	flatulence	17.0084422109134	4.90961276785856e-94	4	\N	1.21727108876723	0.0598	0.0035159010601
CID000000143	CID000003386	leucovorin	fluoxetine	C0030319	panic disorder	24.8815841593889	4.34330849755214e-60	3	\N	1.1716425039816	0.0296	0.0011896348645
CID000000143	CID000003386	leucovorin	fluoxetine	C0086543	cataract	15.0062911919918	5.45975794388611e-50	3	\N	1.10897937679639	0.0295	0.0019658421673
CID000000143	CID000003386	leucovorin	fluoxetine	C0700200	Near Syncope	52.9182524270601	6.28134037807583e-64	3	\N	11.3060016906609	0.0321	0.00060659599529
CID000000143	CID000003403	leucovorin	fluvastatin	C0085680	hypochloraemia	65.8599156119811	8.4244034180417e-207	5	\N	1.7175636713467	0.1432	0.0021743119266
CID000000143	CID000003405	leucovorin	folate	C0007787	transient ischaemic attack	1.42273534636536	0.00253809761785172	2	1.11358509322094	1.24260955620826	0.009	0.0063258426966
CID000000143	CID000003405	leucovorin	folate	C0014868	esophagitis	2.42176870748177	6.24749587864036e-10	2	1.14905803807182	\N	0.0108	0.0044595505618
CID000000143	CID000003405	leucovorin	folate	C0020458	hyperhidrosis	2.73031135531469	1.12664482698555e-20	2	\N	\N	0.0201	0.0073617977528
CID000000143	CID000003405	leucovorin	folate	C0026858	musculoskeletal pain	2.86154855645016	4.72184114759556e-11	2	2.74900220913108	2.38616044390576	0.0098	0.0034247191011
CID000000143	CID000003405	leucovorin	folate	C0039070	Fainting	3.19698725378393	1.06906003821929e-23	3	\N	\N	0.0217	0.0067876404494
CID000000143	CID000003405	leucovorin	folate	C0151632	elevated erythrocyte sedimentation rate	3.25609756099943	2.31657014037111e-13	2	1.44694060420112	1.19870518212293	0.0105	0.0032247191011
CID000000143	CID000003405	leucovorin	folate	C1527344	dysphonia	9.69934282565231	1.92312147179058e-33	3	\N	1.9916206561268	0.0199	0.0020516853933
CID000000143	CID000003440	leucovorin	furosemide	C0007859	cervicalgia	1.90469528273358	6.43572189486756e-08	2	\N	\N	0.0121	0.0063527221964
CID000000143	CID000003440	leucovorin	furosemide	C0014860	esophageal perforation	60.0652173915002	1.28048705888739e-11	2	1.60427606898748	\N	0.0045	7.4918566775e-05
CID000000143	CID000003440	leucovorin	furosemide	C0020437	Blood Calcium Increased	1.61457550712762	0.00412051691250407	2	\N	1.33227343203396	0.005	0.0030967892043
CID000000143	CID000003440	leucovorin	furosemide	C0030312	bone marrow failure	4.72432489563615	9.29479151233941e-58	3	\N	1.80647133011807	0.0416	0.008805490926
CID000000143	CID000003440	leucovorin	furosemide	C0039231	heart rate increased	1.60272701393013	7.10799430908548e-15	2	\N	\N	0.0393	0.024520707306
CID000000143	CID000003440	leucovorin	furosemide	C0158252	intervertebral disc disorder	2.34561797744955	0.000352156559543649	2	\N	\N	0.0034	0.0014495114007
CID000000143	CID000003440	leucovorin	furosemide	C0519030	pneumonia Klebsiella	18.637345132934	2.44757206951258e-11	2	\N	1.366527145388	0.0049	0.00026291298278
CID000000143	CID000003446	leucovorin	gabapentin	C0016199	flank pain	10.60421052602	7.07105714005532e-31	3	1.68893242447132	1.20668008011173	0.0184	0.0017351598174
CID000000143	CID000003446	leucovorin	gabapentin	C0029089	ophthalmoplegia	56.4402684566789	3.37145937439297e-38	3	\N	2.57496763504581	0.0192	0.0003401826484
CID000000143	CID000003446	leucovorin	gabapentin	C0151632	elevated erythrocyte sedimentation rate	11.9187667562558	3.70573242694149e-38	3	1.44694060420112	1.31128203027593	0.0203	0.001703196347
CID000000143	CID000003454	leucovorin	ganciclovir	C0004238	AFIB	8.18422290123114	1.1213925588856e-151	4	\N	\N	0.1105	0.013501587302
CID000000143	CID000003454	leucovorin	ganciclovir	C0020538	High blood pressure	6.75520231221682	4.29813998146816e-143	4	\N	\N	0.1113	0.016476190476
CID000000143	CID000003454	leucovorin	ganciclovir	C0043094	weight gain	31.189516128655	1.27788154874754e-160	4	\N	\N	0.1105	0.0035428571429
CID000000143	CID000003461	leucovorin	gemcitabine	C0016663	Bone Fracture Spontaneous	109.343672456481	1.46018625270369e-163	4	\N	2.24105677421584	0.1013	0.00092643678161
CID000000143	CID000003461	leucovorin	gemcitabine	C0497247	arterial pressure NOS increased	5.69696576762968	1.17538595892948e-65	3	\N	1.22228364895632	0.0505	0.0088643678161
CID000000143	CID000003463	leucovorin	gemfibrozil	C0027947	Neutropenia	3.60961809182997	9.40872813733094e-78	4	1.18507092348145	1.68920454241529	0.0822	0.022772492244
CID000000143	CID000003467	leucovorin	gentamicin	C0033687	proteinuria	32.2518018017931	7.08445609672186e-186	5	1.55389895244939	2.60011834318665	0.1265	0.0039222614841
CID000000143	CID000003476	leucovorin	glimepiride	C0013604	edema	2.97553350467395	7.80396745647813e-72	4	\N	1.08838853390397	0.0799	0.026852327448
CID000000143	CID000003476	leucovorin	glimepiride	C0042963	emesis	2.5086126968388	1.18522740987818e-146	4	1.43396777597139	1.31985891397829	0.2102	0.083791332263
CID000000143	CID000003478	leucovorin	glipizide	C0017152	gastric inflammation	7.81673967453894	4.84231297981082e-65	3	\N	1.2510592321728	0.0401	0.0051300160514
CID000000143	CID000003478	leucovorin	glipizide	C0041834	erythema	4.42486736267359	1.85071538602275e-53	3	\N	1.07196924954094	0.0415	0.009378812199
CID000000143	CID000003488	leucovorin	glibenclamide	C0004144	atelectasis	17.3697674418201	4.16831842152224e-108	4	\N	\N	0.0679	0.0039090909091
CID000000143	CID000003488	leucovorin	glibenclamide	C0020295	hydronephrosis	23.6291309662292	1.24746082632341e-63	3	2.08365985186217	1.4619309262136	0.0351	0.0014854545455
CID000000143	CID000003488	leucovorin	glibenclamide	C0038395	streptococcal infection	39.0579710145736	1.15684151991072e-65	3	\N	\N	0.0343	0.00087818181818
CID000000143	CID000003510	leucovorin	granisetron	C0000737	abdominal pain	1.74886792451075	2.65246913144069e-24	3	1.14957176160376	1.49982410024683	0.0575	0.032878411911
CID000000143	CID000003510	leucovorin	granisetron	C0010200	Cough	2.44054718714128	1.5388144444614e-33	3	\N	\N	0.0394	0.016143920596
CID000000143	CID000003510	leucovorin	granisetron	C0020538	High blood pressure	2.04415074122423	9.7494083882843e-18	2	\N	\N	0.0284	0.013893300248
CID000000143	CID000003510	leucovorin	granisetron	C0037036	excessive salivation	18.2900000000732	8.33890836173153e-14	2	\N	\N	0.0059	0.00032258064516
